1,1,121.89,335.34,133.57999999999998,57.79000000000002,1,1,1.0
1,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
1,3,734.82,266.96,72.9799999999999,39.81,1,1,1.0
2,1,99.16,335.34,133.58,57.79000000000002,1,1,1.0
2,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
2,3,719.67,266.96,72.97000000000003,39.81,1,1,1.0
3,1,74.5,337.23,137.4,61.56999999999999,1,1,1.0
3,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
3,3,706.4,269.8,72.98000000000002,39.81,1,1,1.0
4,1,51.76,341.97,137.4,61.56999999999999,1,1,1.0
4,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
4,3,695.03,272.64,72.98000000000002,39.81,1,1,1.0
5,1,25.24,343.86,141.16,61.56999999999999,1,1,1.0
5,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
5,3,679.88,276.43,72.97000000000003,39.81,1,1,1.0
6,1,1.55,351.44,141.17,61.56999999999999,1,1,1.0
6,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
6,3,667.56,278.33,72.98000000000002,39.81,1,1,1.0
7,1,0.0,356.18,119.06,61.56999999999999,1,1,1.0
7,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
7,3,649.56,278.33,77.74000000000001,39.81,1,1,1.0
8,1,1.55,351.44,100.45,72.95999999999998,1,1,1.0
8,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
8,3,637.25,280.22,77.73000000000002,39.809999999999945,1,1,1.0
9,1,1.55,360.9,76.75,63.5,1,1,1.0
9,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
9,3,622.09,283.06,77.74000000000001,39.81999999999999,1,1,1.0
10,1,1.55,366.6,51.150000000000006,57.799999999999955,1,1,1.0
10,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
10,3,606.93,284.96,77.74000000000001,39.81,1,1,1.0
11,1,1.55,378.0,26.55,46.39999999999998,1,1,1.0
11,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
11,3,591.77,284.96,80.63,42.64000000000004,1,1,0.0
12,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
12,3,576.61,288.75,80.63,42.639999999999986,1,1,0.0
13,2,207.63,250.39,96.67000000000002,39.81,1,1,0.0
13,3,562.4,288.75,80.63,42.639999999999986,1,1,0.0
14,2,207.63,250.39,96.67000000000002,39.81,1,1,1.0
14,3,545.35,291.59,85.35000000000002,42.64000000000004,1,1,0.0
15,2,207.64,250.48,96.67000000000002,39.81000000000003,1,1,1.0
15,3,528.3,292.54,85.35000000000002,42.639999999999986,1,1,0.0
16,2,207.66,250.58,96.66999999999999,39.809999999999974,1,1,1.0
16,3,511.72,296.33,85.35000000000002,42.64000000000004,1,1,0.0
17,2,207.67,250.67,96.66999999999999,39.81000000000003,1,1,1.0
17,3,495.14,300.12,85.35000000000002,42.639999999999986,1,1,0.0
18,2,207.68,250.76,96.67000000000002,39.81999999999999,1,1,1.0
18,3,475.25,300.1,91.95000000000005,46.44999999999999,1,1,0.0
19,2,207.7,250.86,96.67000000000002,39.81,1,1,1.0
19,3,459.14,303.89,91.95000000000005,46.44999999999999,1,1,0.0
20,2,207.71,250.95,96.66999999999999,39.81,1,1,1.0
20,3,444.93,308.63,91.94999999999999,46.44,1,1,0.0
21,2,207.72,251.05,96.66999999999999,39.81,1,1,1.0
21,3,426.93,309.57,93.86999999999995,46.44999999999999,1,1,1.0
22,2,207.74,251.14,96.67000000000002,39.81,1,1,1.0
22,3,408.93,313.36,97.67000000000002,46.44999999999999,1,1,1.0
23,2,207.75,251.23,96.67000000000002,39.82000000000002,1,1,1.0
23,3,389.04,316.21,103.35999999999996,46.44,1,1,1.0
24,2,207.77,251.33,96.66,39.809999999999974,1,1,1.0
24,3,366.3,319.05,108.0,49.289999999999964,1,1,1.0
25,2,207.78,251.42,96.66999999999999,39.81000000000003,1,1,1.0
25,3,351.1,323.78,106.19999999999999,49.29000000000002,1,1,1.0
26,2,207.79,251.52,96.66999999999999,39.809999999999974,1,1,1.0
26,3,326.5,326.62,109.0,49.30000000000001,1,1,1.0
27,2,207.81,251.61,96.66000000000003,39.81,1,1,1.0
27,3,307.6,330.41,114.59999999999997,49.289999999999964,1,1,1.0
28,2,207.82,251.7,96.67000000000002,39.81999999999999,1,1,1.0
